"","Object.Number","Is.Highlight","Is.Public.Domain","Object.ID","Department","Object.Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist.Role","Artist.Prefix","Artist.Display.Name","Artist.Display.Bio","Artist.Suffix","Artist.Alpha.Sort","Artist.Nationality","Artist.Begin.Date","Artist.End.Date","Object.Date","Object.Begin.Date","Object.End.Date","Medium","Dimensions","Credit.Line","Geography.Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights.and.Reproduction","Link.Resource","Metadata.Date","Repository"
"356838","07.228.170a, b","False","False",547909,"Egyptian Art","Earrings, loop, pearls","Loop earrings with pearls","","Roman Period","","","","","","","","","","","","","A.D. 1st–2nd century",1,199,"gold, pearl","Height: 1 3/8 in. (3.5 cm)","Rogers Fund, 1907","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/547909","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"351425","1986.467.84","False","False",504458,"Musical Instruments","Birambao","Birambao","Brazilian","","","","","","","","","","","","","","late 20th Century",1950,1999,"Wood, gourd","L. 129 x Diam. 20 cm (50 3/4 x 8in)","Gift of Herbert J. Harris, 1986","","","","","Brazil","","","","","","","Chordophone-Musical Bow","","http://www.metmuseum.org/art/collection/search/504458","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"136766","46.109.25","False","True",227143,"European Sculpture and Decorative Arts","Piece","Piece","Spanish","","","","","","","","","","","","","","15th century",1400,1499,"Silk and metal thread","L. 47 1/2 x W. 9 1/2 inches (120.7 x 24.1 cm)","Gift of Samuel H. Kress, 1946","","","","","","","","","","","","Textiles-Velvets","","http://www.metmuseum.org/art/collection/search/227143","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"185358","2005.100.491.1 (50a)","False","True",287650,"Photographs","Photograph","[Lady Canning on her Black Arab and Lord Clyde, Commander in Chief]","","","","","","Artist","","Jean Baptiste Oscar Mallitte","French, 1829–1905","","Mallitte, Jean Baptiste Oscar","French","1829      ","1905      ","1858–61",1858,1861,"Albumen silver print","Image: 14.9 x 19.2 cm (5 7/8 x 7 9/16 in.)
Mount: 33.1 x 26 cm (13 1/16 x 10 1/4 in.)","Gilman Collection, Purchase, Cynthia Hazen Polsky Gift, 2005","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/287650","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"53177","28.205","False","True",61556,"Asian Art","Figure","","China","","","","","","","","","","","","","","20th century",1900,1999,"Wood","H. 19 in. (48.3 cm)","Gift of Yamanaka and Co., 1928","","","","","","","","","","","","Sculpture","","http://www.metmuseum.org/art/collection/search/61556","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"151271","15.167.1","False","True",249059,"Greek and Roman Art","Grave stele fragment","Fragmentary marble grave stele","Greek, Attic","Archaic","","","","","","","","","","","","","end of the 6th century B.C.",-530,-500,"Marble","Overall: 8 3/8 x 9 5/8in. (21.3 x 24.5cm)","Rogers Fund, 1915","","","","","","","","","","","","Stone Sculpture","","http://www.metmuseum.org/art/collection/search/249059","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"22486","14.25.1033","False","False",27420,"Arms and Armor","Rapier","Rapier","German","","","","","","","","","","","","","","late 16th century",1551,1600,"Steel, copper wire","L. 54 1/4 in. (137.8 cm); L. of blade 48 in. (121.9 cm); W. 9 1/2 in. (24.1 cm); D. 6 in. (15.2 cm); Wt. 3 lb. 11 oz. (1672.6 g)


","Gift of William H. Riggs, 1913","","","","","","","","","","","","Swords","","http://www.metmuseum.org/art/collection/search/27420","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"105031","09.155.5","False","True",191178,"European Sculpture and Decorative Arts","Medallion","Two lizards","Italian","","","","","Artist","","Andrea Briosco, called Riccio","Italian, Trent 1470–1532 Padua","","Briosco, Andrea, called Riccio","Italian","1470      ","1532      ","ca. 1500",1495,1505,"Bronze","2 1/2 × 2 1/4 in. (6.4 × 5.7 cm)","Rogers Fund, 1909","","","","","","","","","","","","Medals and Plaquettes","","http://www.metmuseum.org/art/collection/search/191178","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"441281","30.82.246","False","False",736594,"Drawings and Prints","Print","The Way of the Cross","","","","","","Artist","","Anonymous","","","Anonymous","","","","",0,0,"Woodcut","Sheet: 4 13/16 × 3 3/4 in. (12.3 × 9.5 cm)","Gift of Jean Charlot, 1930","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/736594","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"282252","29.107.65","False","False",409779,"Drawings and Prints","Print","Eugenie, from Etudes d'Enfants, plate 7 (formerly plate 9)","","","","","Etudes d'Enfants","Publisher|Printer|Artist","","Bauger et Cie|Coulon|Paul Gavarni [Chevalier]","Paris|French, Paris 1804–1866 Paris","","Bauger et Cie|Coulon|Gavarni, Paul","French|French","1804      ","1866      ","ca. 1840",1835,1845,"Lithograph; third state of three (Armelhaut & Bocher)","Sheet: 12 5/8 x 9 in. (32 x 22.8 cm)","H.O. Havemeyer Collection, Bequest of Mrs. H.O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/409779","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"119895","1984.364.6","False","False",207489,"European Sculpture and Decorative Arts","Sculpture","Study for The Secret","French","","","","","Artist|Founder","Cast by","Auguste Rodin|Georges Rudier","French, Paris 1840–1917 Meudon|French","","Rodin, Auguste|Rudier, Georges","French","1840      ","1917      ","modeled probably ca. 1910, cast 1956",1905,1956,"Bronze, on black marble base","Overall (with base): 7 9/16 × 2 1/4 × 2 in. (19.2 × 5.7 × 5.1 cm); Height (without base): 4 3/4 in. (12.1 cm)","Gift of Iris and B. Gerald Cantor Foundation, 1984","","","","","","","","","","","","Sculpture-Bronze","","http://www.metmuseum.org/art/collection/search/207489","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"376279","03.4.6","False","True",570866,"Egyptian Art","Amulet, Baboon","Baboon amulet","","Early Dynastic Period","","","","","","","","","","","","","ca. 3100–2900 B.C.",-3100,-3100,"Faience","","Gift of Egypt Exploration Fund, 1903","From","","","","Egypt","Northern Upper Egypt","Abydos","Osiris Temple","Chamber M69","Egypt Exploration Fund excavations, 1902–03","","","","http://www.metmuseum.org/art/collection/search/570866","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"128541","09.50.3041","False","False",217631,"European Sculpture and Decorative Arts","Sample","Crochet Work","German","","","","","","","","","","","","","","19th century",1800,1899,"Crochet","L. 5 x W. 7 1/2 inches
12.7 x 19.1 cm","Rogers Fund, 1909","","","","","","","","","","","","Textiles-Laces","","http://www.metmuseum.org/art/collection/search/217631","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"57107","96.14.764","False","True",66488,"Asian Art","Piece","","Japan","","","","","","","","","","","","","","18th–19th century",1700,1899,"Silk","2 3/4 x 2 1/4 in. (6.99 x 5.71 cm)","Gift of Mr. and Mrs. H. O. Havemeyer, 1896","","","","","","","","","","","","Textiles-Woven","","http://www.metmuseum.org/art/collection/search/66488","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"90094","1981.113","False","False",129943,"Costume Institute","Military Trousers","Military trousers","American","","","","","","","","","","","","","","1939",1939,1939,"wool","","Gift of West Point Museum, United States Military Academy, 1981","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/129943","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"124957","08.48.131","False","True",213463,"European Sculpture and Decorative Arts","Border","Border","Italian","","","","","","","","","","","","","","16th century",1500,1599,"Silk on linen","L. 20 x W. 3 1/2 inches
50.8 x 8.9 cm","Rogers Fund, 1908","","","","","","","","","","","","Textiles-Embroidered","","http://www.metmuseum.org/art/collection/search/213463","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"235868","62.635.874","False","True",361770,"Drawings and Prints","Print","The Kunibert Tower near Cologne (copy)","","","","","Amoenissimi aliquot locorum…Prospectus (copy)","Artist","","Wenceslaus Hollar","Bohemian, Prague 1607–1677 London","","Hollar, Wenceslaus","Bohemian","1607      ","1677      ","1625–77",1625,1677,"Etching by Abraham Aubri","Plate: 4 5/16 × 6 7/8 in. (11 × 17.5 cm)","Gift of Harry G. Friedman, 1962","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/361770","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"225423","53.629.1(1,2)","False","False",351174,"Drawings and Prints","Book","Morali di S. Gregorio vulgari in lingua toscana","","","","","","Publisher|Translator|Author","","Nicole di Lorenzo della Magna|Zenobi da Strada|Pope Gregory I","Italian, Strada 1312–1361 Avignon|Itailan, ca. 540–604",", Florence","Nicole di Lorenzo della Magna|Strada, Zenobi da|Gregory, Pope","Italian|Italian|Italian","1312      |0540      ","1361      |0604      ","June 15, 1486",1486,1486,"Printed book with woodcut illustration.","Vol. 1: 12 5/8 × 9 1/16 × 2 3/4 in. (32 × 23 × 7 cm)
Vol. 2: 12 5/8 × 9 3/16 × 2 3/8 in. (32 × 23.3 × 6 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund","","Florence","","","","","","","","","","Books","","http://www.metmuseum.org/art/collection/search/351174","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"119370","1981.454.1","False","True",206902,"European Sculpture and Decorative Arts","Fruit basket","Fruit basket (one of a pair)","French, Sèvres","","","","","Factory","","Sèvres Manufactory","French, 1740–present","","Sèvres Manufactory","French","1740      ","9999      ","1829",1829,1829,"Hard-paste porcelain","8 × 10 1/4 in. (20.3 × 26 cm)","Gift of Madame Lilliana Teruzzi, 1981","","","","","","","","","","","","Ceramics-Porcelain","","http://www.metmuseum.org/art/collection/search/206902","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"158603","91.1.1700","False","True",257050,"Greek and Roman Art","Fragment, monchrome","Glass monochrome fragment","Roman","Early Imperial","","","","","","","","","","","","","late 1st century B.C.–early 1st century A.D.",-25,25,"Glass","H.: 1 5/16 x 1 1/16 in. (3.3 x 2.7 cm)","Edward C. Moore Collection, Bequest of Edward C. Moore, 1891","","","","","","","","","","","","Glass","","http://www.metmuseum.org/art/collection/search/257050","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"414620","24.29(14v)","False","True",681476,"Drawings and Prints","Books Prints Ornament & Architecture","Page from Eyn Newe kunstlich moetdelboech alle kunst (Page 14v)","","","","","","Publisher","","Peter Quentel","German, active Cologne, 1518–46",", Cologne","Quentel, Peter","German","1500      ","1550      ","1532",1532,1532,"Woodcut","Overall: 5 11/16 x 8 1/16 in. (14.5 x 20.5 cm)","Harris Brisbane Dick Fund, 1924","","","","","","","","","","","","Books|Prints|Ornament & Architecture","","http://www.metmuseum.org/art/collection/search/681476","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"122365","2000.126","False","False",210191,"European Sculpture and Decorative Arts","Vase","Vase","Dutch, The Hague","","","","","Manufacturer","","Rozenburg Plateelfabriek","","","Rozenburg Plateelfabriek","","","","1896",1896,1896,"Glazed earthenware","Height: 15 3/8 in. (39.1 cm)","Purchase, Gifts of Mrs. Russell Sage and The Hearst Foundation, by exchange and Rogers Fund, 2000","","","","","","","","","","","","Ceramics-Pottery","","http://www.metmuseum.org/art/collection/search/210191","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"397878","63.350.208.145.8.240","False","False",649604,"Drawings and Prints","Photograph","Eva Selbie, from the Actors and Actresses series (N145-8) issued by Duke Sons & Co. to promote Duke Cigarettes","","","","","","Publisher|Publisher","Issued by|Branch of the","W. Duke, Sons & Co.|American Tobacco Company","New York and Durham, N.C.","","Duke, W. Sons & Co.|American Tobacco Company","","1870      ","1920      ","ca. 1891",1890,1895,"Albumen photograph","Sheet: 2 11/16 × 1 3/8 in. (6.8 × 3.5 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Photographs|Ephemera","","http://www.metmuseum.org/art/collection/search/649604","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"188364","2015.400.176","False","True",291912,"Photographs","Tintype","[Two Young Workmen with Hatchets]","","","","","","Artist","","Unknown","American","","Unknown","","","","1860s–70s",1860,1879,"Tintype","Image: 7 x 5.6 cm (2 3/4 x 2 3/16 in.)
Mat: 8.3 x 7 cm (3 1/4 x 2 3/4 in.)
Case: 1.7 x 9.4 x 8.1 cm (11/16 x 3 11/16 x 3 3/16 in.)","Bequest of Herbert Mitchell, 2008","","","","","","","","","","","","Photographs","","http://www.metmuseum.org/art/collection/search/291912","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"346629","1979.292.334","False","False",496630,"Modern and Contemporary Art","Drawing","Untitled (female nude study)","","","","","","Artist","","Reginald Marsh","American, Paris 1898–1954 Dorset, Vermont","","Marsh, Reginald","American","1898      ","1954      ","ca. 1931",1926,1936,"Red chalk on paper","18 x 12 in. (45.7 x 30.5 cm)","Bequest of Felicia Meyer Marsh, 1979","","","","","","","","","","","","Drawings","© 2017 Artists Rights Society (ARS), New York","http://www.metmuseum.org/art/collection/search/496630","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"26733","36.25.420a, b","False","False",31943,"Arms and Armor","Pair of arm guards (Bazu Band)","Pair of Arm Guards (Bazu Band)","Turkish","","","","","","","","","","","","","","17th century",1601,1700,"Steel, gold, silver, silk","L. 11 3/8 in. (28.9 cm); W. 3 1/2 in. (8.9 cm)","Bequest of George C. Stone, 1935","","","","","","","","","","","","Armor Parts","","http://www.metmuseum.org/art/collection/search/31943","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"376312","10.130.2362","False","False",570899,"Egyptian Art","Amulet","Amulet","","Old Kingdom–Middle Kingdom","Dynasty 6–12","","","","","","","","","","","","ca. 2649–1640 B.C.",-2649,-1640,"Faience","","Gift of Helen Miller Gould, 1910","From","","","","Egypt","","","","","","","","","http://www.metmuseum.org/art/collection/search/570899","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"329411","47.100.66","False","True",468221,"Medieval Art","Candelabra","Candelabra","Spanish","","","","","","","","","","","","","","16th century",1500,1600,"Iron","Overall: 66 1/2 x 14 1/2 in. (168.9 x 36.8 cm)","Fletcher Fund, 1947","","","","","","","","","","","","Metalwork-Iron","","http://www.metmuseum.org/art/collection/search/468221","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"82851","1977.115.30a, b","False","False",110372,"Costume Institute","Evening boots","Evening boots","Italian","","","","","","","","","","","","","","1968–69",1968,1969,"leather, plastic","","Gift of Jane Holzer, 1977","","","","","","","","","","","","","","http://www.metmuseum.org/art/collection/search/110372","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"159696","1972.527.7","False","False",260039,"Photographs","Photograph","Ponderosa Pine, New Mexico","","","","","","Artist","","Eliot Porter","American, 1901–1990","","Porter, Eliot","American","1901      ","1990      ","1960, printed 1963",1960,1960,"Dye transfer print","26.6 x 20.9 cm. (10  1/2  x 8  1/4  in.)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1972","","","","","","","","","","","","Photographs","© 1990 Amon Carter Museum, Fort Worth, Texas","http://www.metmuseum.org/art/collection/search/260039","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
"289039","Burdick 326, R406-1.12","False","False",416581,"Drawings and Prints","Baseball card","Emil (The Antelope) Verban, from the Baseball series (R406-1), issued by Bowman Gum Company","","","","","","Publisher","","Bowman Gum Company","","","Bowman Gum Company","","1900      ","1999      ","1948",1948,1948,"Photolithograph","Sheet: 2 1/2 x 2 1/16 in. (6.3 x 5.3 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/416581","2/13/2017 8:00:15 AM","Metropolitan Museum of Art, New York, NY"
